county,Housing gap,Total ELI renters,Housing gap (asst off),Units per 100 renters,Units per 100 renters (asst off),Number of HUD asst units,AAA units,AAA units (asst off)
27099,1344,1927,1705,30,12,361,584,223
27101,97,199,133,51,33,36,102,66
27103,661,955,936,31,2,275,295,20
27105,344,704,462,51,34,118,359,241
27107,83,140,148,40,0,65,57,0
27109,3029,4317,4242,30,2,1213,1288,75
27111,877,1287,1258,32,2,381,410,29
27113,265,445,426,40,4,161,180,19
27115,261,552,376,53,32,115,291,176
27117,134,273,226,51,17,92,140,48
27119,738,1241,1237,40,0,499,502,3
27121,110,161,181,32,0,71,51,0
27123,18216,26919,28551,32,0,10335,8703,0
27125,39,66,95,40,0,56,27,0
27127,159,360,231,56,36,72,201,129
27129,157,383,269,59,30,112,226,114
27131,460,1340,979,66,27,519,880,361
27133,153,312,226,51,28,73,159,86
27135,203,341,302,40,11,99,138,39
27137,3677,7430,6597,51,11,2920,3753,833
27139,1597,2008,2102,20,0,505,411,0
27141,1471,1796,1804,18,0,333,325,0
27143,130,318,213,59,33,83,187,104
27145,5222,6442,6390,19,1,1168,1220,52
27147,930,1335,1185,30,11,255,404,149
27149,193,283,305,32,0,112,90,0
27151,112,164,220,32,0,108,52,0
27153,176,345,363,49,0,187,169,0
27155,43,63,67,32,0,24,20,0
27157,186,417,302,55,27,116,231,115
27159,199,390,346,49,11,147,191,44
27161,278,402,428,31,0,150,124,0
27163,1879,4046,2952,54,27,1073,2167,1094
27165,126,257,196,51,24,70,131,61
27167,58,85,132,32,0,74,27,0
27169,707,1583,1128,55,29,421,876,455
27171,2553,3999,2900,36,27,347,1446,1099
27173,87,196,155,56,21,68,110,42
28001,602,1257,1249,52,1,647,655,8
28003,349,938,794,63,15,445,590,145
28005,121,253,176,52,30,55,132,77
28007,374,658,547,43,17,173,283,110
28009,58,157,59,63,62,1,99,98
28011,1069,1582,1586,32,0,517,513,0
28013,219,450,268,51,40,49,231,182
28015,73,128,110,43,14,37,55,18
28017,255,523,442,51,16,187,268,81
28019,151,214,192,29,10,41,62,21
28021,101,211,129,52,39,28,110,82
28023,108,254,181,58,29,73,146,73
28025,669,945,1020,29,0,351,276,0
28027,598,1369,1288,56,6,690,771,81
28029,330,712,470,54,34,140,382,242
28031,31,126,76,76,40,45,95,50
28033,1442,1856,1817,22,2,375,414,39
28035,3440,5012,4410,31,12,970,1573,603
28037,88,184,119,52,35,31,96,65
28039,161,247,230,35,7,69,86,17
28041,20,82,35,76,57,15,62,47
28043,642,1128,967,43,14,325,486,161
28045,787,1206,1135,35,6,348,419,71
28047,5452,7609,7789,28,0,2337,2157,0
28049,7749,11525,11736,33,0,3987,3776,0
28051,316,556,550,43,1,234,240,6
28053,267,395,378,32,4,111,128,17
28055,24,35,39,32,0,15,11,0
28057,235,483,300,51,38,65,248,183
28059,3085,4435,4449,30,0,1364,1350,0
28061,96,261,123,63,53,27,165,138
28063,101,210,248,52,0,147,110,0
28065,34,141,88,76,38,54,107,53
28067,218,899,764,76,15,546,681,135
28069,114,310,201,63,35,87,196,109
28071,1028,2111,1270,51,40,242,1083,841
28073,1841,2682,1996,31,26,155,841,686
28075,955,2253,2139,58,5,1184,1298,114
28077,79,166,127,52,23,48,86,38
28079,184,502,330,63,34,146,318,172
28081,1600,2992,2605,47,13,1005,1392,387
28083,1291,2268,2016,43,11,725,978,253
28085,353,736,667,52,9,314,383,69
28087,2934,4145,4064,29,2,1130,1211,81
28089,1888,2755,2464,31,11,576,868,292
28091,420,612,523,31,15,103,192,89
28093,251,676,468,63,31,217,425,208
28095,374,767,718,51,6,344,394,50
28097,253,445,373,43,16,120,192,72
28099,280,764,458,63,40,178,484,306
28101,129,305,263,58,14,134,176,42
28103,343,484,452,29,7,109,141,32
28105,3562,5033,4104,29,18,542,1471,929
28107,354,812,486,56,40,132,457,325
28109,742,1137,962,35,15,220,395,175
28111,90,131,123,31,6,33,41,8
28113,664,1386,1311,52,5,647,722,75
28115,231,432,327,47,24,96,201,105
28117,220,593,388,63,35,168,373,205
28119,155,355,236,56,34,81,200,119
28121,1117,2053,1408,46,31,291,936,645
28123,212,578,323,63,44,111,366,255
28125,121,180,173,32,3,52,58,6
28127,130,239,194,46,19,64,109,45
28129,68,186,98,63,47,30,118,88
28131,181,278,215,35,22,34,96,62
28133,684,1012,1073,32,0,389,328,0
28135,129,294,214,56,27,85,166,81
28137,376,862,461,56,46,85,486,401
28139,160,430,262,63,39,102,270,168
28141,147,396,280,63,29,133,249,116
28143,336,770,433,56,44,97,434,337
28145,407,762,517,47,32,110,354,244
28147,77,161,130,52,19,53,84,31
28149,1335,2881,1972,54,32,637,1546,909
28151,1963,2905,2627,32,10,664,942,278
28153,42,171,150,76,13,108,130,22
28155,306,433,348,29,20,42,127,85
28157,124,260,196,52,24,72,135,63
28159,572,808,755,29,7,183,236,53
28161,203,358,311,43,13,108,154,46
28163,678,1151,1115,41,3,437,473,36
29001,1058,1654,1249,36,24,191,596,405
29003,360,460,412,22,11,52,100,48
29005,51,76,83,33,0,32,25,0
29007,495,717,731,31,0,236,222,0
29009,448,687,460,35,33,12,239,227
29011,178,284,241,37,15,63,106,43
29013,332,492,372,32,24,40,160,120
29015,302,402,339,25,16,37,100,63
29017,141,192,167,27,13,26,51,25
29019,8450,9316,9484,9,0,1034,866,0
29021,3622,4634,4453,22,4,831,1012,181
29023,1182,1604,1594,26,1,412,422,10
29025,188,242,260,22,0,72,53,0
29027,172,660,415,74,37,243,488,245
29029,400,662,424,40,36,24,262,238
29031,1702,2318,2322,27,0,620,616,0
29033,60,97,122,38,0,62,37,0
29035,110,150,116,26,22,6,39,33
29037,1575,2331,2142,32,8,567,756,189
29039,233,372,297,37,20,64,139,75
29041,45,72,66,38,9,21,27,6
29043,1107,1531,1164,28,24,57,424,367
29045,78,123,125,36,0,47,44,0
29047,3789,4675,5343,19,0,1554,887,0
29049,362,464,472,22,0,110,103,0
29051,453,1738,1135,74,35,682,1285,603
29053,141,226,226,38,0,85,86,1
29055,337,673,436,50,35,99,336,237
29057,84,134,87,37,35,3,50,47
29059,196,261,231,25,11,35,65,30
29061,67,100,109,33,0,42,33,0
29063,276,353,362,22,0,86,77,0
29065,228,455,339,50,25,111,227,116
29067,213,410,219,48,47,6,198,192
29069,668,1362,1165,51,14,497,694,197
29071,750,2258,1065,67,53,315,1508,1193
29073,131,260,148,50,43,17,130,113
29075,59,89,81,33,9,22,30,8
29077,8268,11223,9885,26,12,1617,2955,1338
29079,138,207,202,33,2,64,69,5
29081,76,114,149,33,0,73,38,0
29083,370,589,526,37,11,156,220,64
29085,161,214,181,25,15,20,53,33
29087,48,72,59,33,18,11,24,13
29089,108,174,167,38,4,59,66,7
29091,922,1778,1270,48,29,348,856,508
29093,221,300,247,26,18,26,79,53
29095,23963,37160,33731,36,9,9768,13197,3429
29097,4078,5657,4921,28,13,843,1579,736
29099,2481,5367,3424,54,36,943,2886,1943
29101,1801,2312,1937,22,16,136,511,375
29103,73,115,97,36,15,24,41,17
29105,817,1086,1008,25,7,191,269,78
29107,580,745,818,22,0,238,165,0
29109,557,888,682,37,23,125,331,206
29111,124,193,139,36,28,15,70,55
29113,942,1365,1277,31,6,335,423,88
29115,178,267,284,33,0,106,89,0
29117,230,345,349,33,0,119,115,0
29119,322,495,382,35,23,60,172,112
29121,270,422,337,36,20,67,152,85
29123,231,313,271,26,14,40,82,42
29125,79,157,99,50,37,20,78,58
29127,648,1012,1027,36,0,379,365,0
29129,36,54,60,33,0,24,18,0
29131,280,463,308,40,33,28,183,155
29133,251,512,501,51,2,250,261,11
29135,68,260,88,74,66,20,192,172
29137,100,156,114,36,27,14,56,42
29139,292,423,340,31,20,48,131,83
29141,158,262,189,40,28,31,103,72
29143,328,669,628,51,6,300,341,41
29145,1137,1578,1263,28,20,126,441,315
29147,654,983,789,33,20,135,328,193
29149,167,322,263,48,18,96,155,59
29151,33,127,44,74,65,11,94,83
29153,146,282,199,48,29,53,136,83
29155,440,896,978,51,0,538,457,0
29157,307,410,364,25,11,57,103,46
29159,685,1102,959,38,13,274,417,143
29161,935,1866,1268,50,32,333,931,598
29163,435,630,527,31,16,92,195,103
29165,1390,1608,1633,14,0,243,217,0
29167,799,1062,822,25,23,23,263,240
29169,674,1115,772,40,31,98,441,343
29171,73,110,122,33,0,49,37,0
29173,147,230,156,36,32,9,83,74
29175,284,457,503,38,0,219,173,0
29177,385,494,587,22,0,202,109,0
29179,94,127,100,26,22,6,33,27
29181,323,438,363,26,17,40,115,75
29183,4631,5406,5429,14,0,798,775,0
29185,118,188,172,37,9,54,70,16
29186,214,285,278,25,3,64,72,8
29187,1461,1953,1805,25,8,344,491,147
29189,23126,29865,30231,23,0,7105,6739,0
29195,330,530,553,38,0,223,201,0
29197,60,94,101,36,0,41,34,0
29199,32,50,73,36,0,41,18,0
29201,772,1052,1299,27,0,527,280,0
29203,130,251,154,48,39,24,121,97
29205,98,153,126,36,18,28,55,27
29207,430,876,651,51,26,221,446,225
29209,421,646,457,35,29,36,225,189
29211,99,148,110,33,26,11,50,39
29213,1158,1777,1300,35,27,142,619,477
29215,392,757,584,48,23,192,364,172
29217,344,549,498,37,9,154,205,51
29219,765,1108,987,31,11,222,343,121
29221,309,413,479,25,0,170,104,0
29223,360,489,394,26,19,34,129,95
29225,417,576,488,28,15,71,160,89
29227,17,25,17,33,33,,8,8
29229,381,735,673,48,8,292,354,62
29510,23278,32666,32374,29,1,9096,9388,292
30001,196,404,258,51,36,62,208,146
30003,74,293,107,75,64,33,219,186
30005,79,118,118,33,0,39,39,0
30007,44,90,50,51,45,6,46,40
30009,87,107,129,19,0,42,20,0
30011,2,9,2,75,75,,7,7
30013,1528,2276,2477,33,0,949,748,0
30015,60,90,71,33,21,11,29,18
30017,101,402,173,75,57,72,301,229
30019,10,40,11,75,72,1,30,29
30021,68,272,108,75,60,40,203,163
30023,146,300,287,51,4,141,154,13
30025,15,60,17,75,72,2,45,43
30027,207,308,253,33,18,46,101,55
30029,2422,3574,2784,32,22,362,1152,790
30031,1897,2328,2255,19,3,358,431,73
30033,2,9,2,75,75,,7,7
30035,175,258,202,32,22,27,83,56
30037,2,10,3,75,65,1,7,6
30039,45,93,48,51,48,3,48,45
30041,295,440,509,33,0,214,145,0
30043,81,167,110,51,34,29,86,57
30045,7,10,14,33,0,7,3,0
30047,529,814,602,35,26,73,285,212
30049,1106,2277,1854,51,19,748,1172,424
30051,17,25,29,33,0,12,8,0
30053,288,425,362,32,15,74,137,63
30055,10,39,10,75,75,,29,29
30057,90,186,94,51,49,4,96,92
30059,16,24,16,33,33,,8,8
30061,78,120,82,35,32,4,42,38
30063,3510,5403,4318,35,20,808,1892,1084
30065,30,121,60,75,50,30,90,60
30067,164,202,245,19,0,81,37,0
30069,6,9,6,33,33,,3,3
30071,13,51,46,75,10,33,38,5
30073,67,99,82,33,18,15,33,18
30075,2,7,2,75,75,,5,5
30077,57,118,75,51,36,18,61,43
30079,6,25,10,75,59,4,19,15
30081,662,1018,752,35,26,90,357,267
30083,94,375,155,75,59,61,281,220
30085,65,257,85,75,67,20,192,172
30087,44,176,46,75,74,2,132,130
30089,157,242,181,35,25,24,85,61
30091,18,73,40,75,45,22,55,33
30093,794,1635,1243,51,24,449,841,392
30095,63,77,69,19,11,6,14,8
30097,21,26,25,19,3,4,5,1
30099,55,81,64,33,22,9,27,18
30101,63,94,88,33,6,25,31,6
30103,2,8,5,75,38,3,6,3
30105,65,258,136,75,47,71,193,122
30107,0,0,4,0,0,4,0,0
30109,6,25,6,75,75,,19,19
30111,2788,5324,4127,48,22,1339,2536,1197
31001,431,811,719,47,11,288,380,92
31003,58,131,92,56,30,34,74,40
31005,2,3,2,51,51,,2,2
31007,4,6,4,36,36,,2,2
31009,9,13,9,29,29,,4,4
31011,15,35,45,56,0,30,19,0
31013,188,294,280,36,5,92,105,13
31015,10,15,17,36,0,7,5,0
31017,44,69,57,36,17,13,25,12
31019,751,1413,1102,47,22,351,663,312
31021,65,147,98,56,34,33,82,49
31023,71,146,92,51,37,21,75,54
31025,154,303,211,49,30,57,149,92
31027,63,143,82,56,43,19,80,61
31029,18,37,28,51,24,10,19,9
31031,48,74,66,36,12,18,27,9
31033,131,205,194,36,5,63,74,11
31035,45,85,59,47,30,14,40,26
31037,79,180,101,56,44,22,101,79
31039,84,191,129,56,33,45,107,62
31041,142,199,229,29,0,87,58,0
31043,380,864,560,56,35,180,484,304
31045,154,240,199,36,17,45,86,41
31047,164,337,353,51,0,189,173,0
31049,19,29,28,36,5,9,11,2
31051,54,123,76,56,38,22,69,47
31053,429,846,686,49,19,257,417,160
31055,17114,22298,21980,23,1,4866,5184,318
31057,5,10,13,51,0,8,5,0
31059,50,103,62,51,40,12,53,41
31061,14,25,30,47,0,16,12,0
31063,8,17,19,51,0,11,9,0
31065,27,54,63,51,0,36,28,0
31067,320,658,482,51,27,162,338,176
31069,4,6,11,36,0,7,2,0
31071,24,33,51,29,0,27,10,0
31073,7,14,10,51,30,3,7,4
31075,1,2,1,51,51,,1,1
31077,21,30,25,29,16,4,9,5
31079,1672,2354,2214,29,6,542,682,140
31081,162,229,187,29,18,25,66,41
31083,24,45,38,47,16,14,21,7
31085,6,12,7,51,43,1,6,5
31087,15,31,20,51,35,5,16,11
31089,67,104,106,36,0,39,37,0
31091,1,3,1,51,51,,1,1
31093,86,121,107,29,12,21,35,14
31095,86,177,110,51,38,24,91,67
31097,54,111,66,51,41,12,57,45
31099,48,91,72,47,20,24,43,19
31101,51,104,83,51,21,32,53,21
31103,3,4,3,36,36,,2,2
31105,44,69,51,36,26,7,25,18
31107,74,168,122,56,27,48,94,46
31109,10175,14223,12290,28,14,2115,4048,1933
31111,280,575,730,51,0,450,295,0
31113,1,3,1,51,51,,1,1
31115,4,5,4,29,29,,1,1
31117,1,2,1,51,51,,1,1
31119,525,1195,864,56,28,339,669,330
31121,185,261,209,29,20,24,76,52
31123,39,61,59,36,3,20,22,2
31125,47,107,66,56,38,19,60,41
31127,94,194,140,51,28,46,100,54
31129,34,64,52,47,19,18,30,12
31131,231,475,312,51,34,81,244,163
31133,23,47,44,51,6,21,24,3
31135,13,27,19,51,29,6,14,8
31137,102,192,156,47,19,54,90,36
31139,45,102,56,56,45,11,57,46
31141,277,629,429,56,32,152,352,200
31143,42,86,53,51,39,11,44,33
31145,96,197,185,51,6,89,101,12
31147,86,177,135,51,24,49,91,42
31149,3,5,17,36,0,14,2,0
31151,232,477,270,51,43,38,245,207
31153,2020,2838,2525,29,11,505,818,313
31155,116,228,172,49,25,56,112,56
31157,583,909,891,36,2,308,326,18
31159,176,361,224,51,38,48,186,138
31161,60,93,73,36,22,13,33,20
31163,21,30,33,29,0,12,9,0
31165,7,11,7,36,36,,4,4
31167,32,72,39,56,46,7,40,33
31169,38,79,49,51,37,11,41,30
31171,2,4,2,51,51,,2,2
31173,52,119,72,56,39,20,67,47
31175,98,138,137,29,1,39,40,1
31177,134,263,207,49,22,73,130,57
31179,86,195,109,56,44,23,109,86
31181,22,42,55,47,0,33,20,0
31183,4,5,4,29,29,,1,1
31185,170,349,307,51,12,137,179,42
32001,462,696,515,34,26,53,234,181
32003,54221,61851,62274,12,0,8053,7630,0
32005,1048,1410,1176,26,17,128,362,234
32007,828,1248,859,34,31,31,420,389
32009,37,56,37,34,34,,19,19
32011,5,7,5,34,34,,2,2
32013,246,371,253,34,32,7,125,118
32015,108,162,133,34,18,25,55,30
32017,99,150,119,34,20,20,50,30
32019,1247,1678,1312,26,22,65,431,366
32021,107,161,116,34,28,9,54,45
32023,1416,2135,1499,34,30,83,719,636
32027,98,148,98,34,34,,50,50
32029,10,13,13,26,3,3,3,0
32031,18567,22050,21284,16,3,2717,3483,766
32033,219,330,221,34,33,2,111,109
32510,1948,2622,2369,26,10,421,674,253
33001,737,1290,1207,43,6,470,554,84
33003,633,1111,841,43,24,208,478,270
33005,903,2015,1540,55,24,637,1112,475
33007,1018,1256,1512,19,0,494,238,0
33009,2296,2832,2767,19,2,471,536,65
33011,8574,12598,13057,32,0,4483,4024,0
33013,3161,4619,4489,32,3,1328,1458,130
33015,3928,6174,5533,36,10,1605,2247,642
33017,3528,6268,5171,44,17,1643,2740,1097
33019,442,986,879,55,11,437,544,107
34001,8951,12010,12728,25,0,3777,3059,0
34003,19508,28669,26102,32,9,6594,9161,2567
34005,4962,7196,5845,31,19,883,2234,1351
34007,16411,22321,23295,26,0,6884,5910,0
34009,2422,3243,2968,25,8,546,821,275
34011,4978,6936,7356,28,0,2378,1959,0
34013,39358,58169,60401,32,0,21043,18811,0
34015,4121,6069,6435,32,0,2314,1948,0
34017,29585,40456,44190,27,0,14605,10871,0
34019,2128,2721,2555,22,6,427,593,166
34021,9974,16221,15207,39,6,5233,6247,1014
34023,21267,28659,27860,26,3,6593,7392,799
34025,12487,18463,18246,32,1,5759,5976,217
34027,5174,6967,7343,26,0,2169,1793,0
34029,9138,13447,12608,32,6,3470,4309,839
34031,24040,31994,32113,25,0,8073,7954,0
34033,1878,2372,2737,21,0,859,493,0
34035,4031,5907,5342,32,10,1311,1876,565
34037,1672,2550,2319,34,9,647,878,231
34039,15286,19764,20993,23,0,5707,4478,0
34041,1741,2152,2781,19,0,1040,411,0
35001,22633,28865,28195,22,2,5562,6232,670
35003,24,42,27,43,36,3,18,15
35005,1643,2238,2010,27,10,367,594,227
35006,545,792,666,31,16,121,247,126
35007,121,280,245,57,13,124,159,35
35009,487,1126,858,57,24,371,640,269
35011,9,22,40,57,0,31,12,0
35013,3799,4815,4714,21,2,915,1016,101
35015,1067,1344,1388,21,0,321,277,0
35017,461,809,772,43,5,311,348,37
35019,20,46,103,57,0,83,26,0
35021,2,4,2,57,57,,2,2
35023,78,136,148,43,0,70,59,0
35025,1459,1837,1812,21,1,353,378,25
35027,300,408,323,27,21,23,108,85
35028,266,369,322,28,13,56,103,47
35029,404,709,706,43,0,302,305,3
35031,996,1447,1279,31,12,283,451,168
35033,33,46,45,28,2,12,13,1
35035,1499,2041,1688,27,17,189,542,353
35037,51,117,163,57,0,112,67,0
35039,472,655,673,28,0,201,183,0
35041,240,555,295,57,47,55,315,260
35043,436,1101,563,60,49,127,665,538
35045,1302,2230,1642,42,26,340,928,588
35047,832,1153,1063,28,8,231,322,91
35049,4470,5238,5569,15,0,1099,768,0
35051,175,307,349,43,0,174,132,0
35053,199,349,315,43,10,116,150,34
35055,862,1195,1168,28,2,306,333,27
35057,145,255,200,43,21,55,110,55
35059,28,65,45,57,31,17,37,20
35061,1979,2534,2173,22,14,194,555,361
36001,8303,13615,12614,39,7,4311,5312,1001
36003,664,1100,744,40,32,80,436,356
36005,99759,160342,173576,38,0,73817,60583,0
36007,6330,8193,7556,23,8,1226,1863,637
36009,1182,1960,1599,40,18,417,778,361
36011,1071,1774,1668,40,6,597,704,107
36013,3241,4117,4387,21,0,1146,876,0
36015,2167,3553,2989,39,16,822,1386,564
36017,1260,1663,1532,24,8,272,403,131
36019,2517,3064,3178,18,0,661,547,0
36021,483,1051,946,54,10,463,568,105
36023,1660,3093,1971,46,36,311,1433,1122
36025,1274,1681,1557,24,7,283,407,124
36027,8512,10328,10906,18,0,2394,1816,0
36029,31313,42478,42879,26,0,11566,11165,0
36031,1092,1329,1264,18,5,172,237,65
36033,1231,1498,1722,18,0,491,267,0
36035,1145,1633,1497,30,8,352,488,136
36037,481,1446,1035,67,28,554,965,411
36039,443,964,645,54,33,202,521,319
36041,43,52,62,18,0,19,9,0
36043,1568,2462,2090,36,15,522,893,371
36045,1987,2925,3056,32,0,1069,938,0
36047,137378,211053,217565,35,0,80187,73675,0
36049,260,382,374,32,2,114,122,8
36051,1088,1729,1467,37,15,379,640,261
36053,475,885,1016,46,0,541,410,0
36055,27765,34966,35282,21,0,7517,7201,0
36057,1020,1455,1523,30,0,503,435,0
36059,16917,24982,24416,32,2,7499,8065,566
36061,76253,134864,134166,43,1,57913,58611,698
36063,5463,9219,7922,41,14,2459,3756,1297
36065,5654,8966,8314,37,7,2660,3312,652
36067,14347,19503,19071,26,2,4724,5155,431
36069,1915,2995,2647,36,12,732,1080,348
36071,9946,13567,13314,27,2,3368,3621,253
36073,279,840,540,67,36,261,561,300
36075,1868,3332,2793,44,16,925,1464,539
36077,1596,2264,1802,29,20,206,668,462
36079,1845,2178,2147,15,1,302,333,31
36081,92953,115204,114752,19,0,21799,22251,452
36083,4217,5511,6222,23,0,2005,1294,0
36085,8734,16612,15241,47,8,6507,7878,1371
36087,8160,10065,12521,19,0,4361,1905,0
36089,3133,4104,3986,24,3,853,971,118
36091,2477,3866,3720,36,4,1243,1389,146
36093,5443,7576,7804,28,0,2361,2133,0
36095,700,993,941,29,5,241,293,52
36097,157,267,208,41,22,51,110,59
36099,394,661,513,40,22,119,267,148
36101,1791,3004,2443,40,19,652,1214,562
36103,24626,34033,32076,28,6,7450,9407,1957
36105,857,1934,1629,56,16,772,1076,304
36107,480,653,631,27,3,151,174,23
36109,5315,5893,6289,10,0,974,578,0
36111,5556,6571,7143,15,0,1587,1016,0
36113,1204,1817,1595,34,12,391,613,222
36115,865,1305,1023,34,22,158,440,282
36117,1133,1902,1815,40,5,682,769,87
36119,27132,38487,41612,30,0,14480,11355,0
36121,690,1095,858,37,22,168,406,238
36123,374,585,469,36,20,95,211,116
37001,3867,5650,5325,32,6,1458,1783,325
37003,661,1051,724,37,31,63,390,327
37005,240,392,348,39,11,108,152,44
37007,692,953,902,27,5,210,260,50
37009,833,958,978,13,0,145,124,0
37011,633,727,753,13,0,120,94,0
37013,755,1397,1200,46,14,445,643,198
37015,151,443,263,66,41,112,292,180
37017,1048,1433,1309,27,9,261,386,125
37019,2022,2633,2325,23,12,303,611,308
37021,7094,10308,9388,31,9,2294,3214,920
37023,1785,2813,2211,37,21,426,1028,602
37025,4527,5968,5228,24,12,701,1440,739
37027,2291,3642,2700,37,26,409,1351,942
37029,161,190,191,15,0,30,29,0
37031,1052,1947,1510,46,22,458,896,438
37033,412,829,627,50,24,215,416,201
37035,1486,3369,2117,56,37,631,1883,1252
37037,1044,1755,1340,40,24,296,710,414
37039,349,454,497,23,0,148,105,0
37041,549,647,769,15,0,220,98,0
37043,134,174,197,23,0,63,40,0
37045,2584,4113,3244,37,21,660,1529,869
37047,1571,2149,1983,27,8,412,578,166
37049,2864,5191,3875,45,25,1011,2327,1316
37051,6600,8908,8636,26,3,2036,2308,272
37053,489,576,587,15,0,98,87,0
37055,346,1015,428,66,58,82,669,587
37057,2963,3960,3741,25,6,778,997,219
37059,477,1011,664,53,34,187,534,347
37061,1502,2505,1759,40,30,257,1003,746
37063,11279,14493,14031,22,3,2752,3214,462
37065,1090,1543,1844,29,0,754,453,0
37067,14875,19432,17874,23,8,2999,4557,1558
37069,677,1023,932,34,9,255,346,91
37071,5533,8474,7217,35,15,1684,2941,1257
37073,206,242,227,15,6,21,37,16
37075,65,138,126,53,9,61,73,12
37077,778,1564,1096,50,30,318,786,468
37079,398,506,511,21,0,113,108,0
37081,13520,17947,18126,25,0,4606,4427,0
37083,2115,3678,2865,42,22,750,1563,813
37085,2566,3618,2970,29,18,404,1052,648
37087,1037,2198,1430,53,35,393,1161,768
37089,1217,1893,1658,36,12,441,676,235
37091,726,1263,928,42,26,202,537,335
37093,1117,2297,1301,51,43,184,1180,996
37095,35,103,65,66,37,30,68,38
37097,2689,4685,3667,43,22,978,1995,1017
37099,1035,1396,1214,26,13,179,360,181
37101,2840,8191,3998,65,51,1158,5351,4193
37103,56,140,94,60,33,38,84,46
37105,1299,2182,1817,40,17,518,884,366
37107,702,1750,1715,60,2,1013,1048,35
37109,1636,2621,1920,38,27,284,985,701
37111,815,1284,922,37,28,107,469,362
37113,886,1152,983,23,15,97,266,169
37115,225,476,369,53,23,144,251,107
37117,224,658,540,66,18,316,434,118
37119,31117,37009,37050,16,0,5933,5892,0
37121,465,534,606,13,0,141,69,0
37123,283,619,419,54,32,136,336,200
37125,1007,2198,1354,54,38,347,1191,844
37127,1960,2776,2572,29,7,612,816,204
37129,6323,8243,7956,23,3,1633,1920,287
37131,560,974,800,42,18,240,414,174
37133,1878,3084,2393,39,22,515,1207,692
37135,4706,6270,5271,25,16,565,1564,999
37137,103,190,127,46,33,24,88,64
37139,1423,1675,1949,15,0,526,253,0
37141,650,910,788,29,13,138,260,122
37143,375,442,484,15,0,109,67,0
37145,683,1374,993,50,28,310,691,381
37147,7826,9614,9329,19,3,1503,1788,285
37149,397,628,440,37,30,43,231,188
37151,1870,3833,2760,51,28,890,1963,1073
37153,1164,2394,1729,51,28,565,1230,665
37155,3100,5907,4492,48,24,1392,2807,1415
37157,1914,4420,2347,57,47,433,2506,2073
37159,2516,3954,3484,36,12,968,1438,470
37161,1232,1949,1472,37,24,240,717,477
37163,1652,2755,2044,40,26,392,1103,711
37165,1023,2103,1803,51,14,780,1080,300
37167,700,1373,1004,49,27,304,674,370
37169,627,1449,791,57,45,164,822,658
37171,1445,2361,1898,39,20,453,917,464
37173,173,366,216,53,41,43,193,150
37175,329,511,523,36,0,194,182,0
37177,22,64,61,66,5,39,42,3
37179,2598,3785,3063,31,19,465,1188,723
37181,942,1423,1339,34,6,397,481,84
37183,22548,29732,26626,24,10,4078,7184,3106
37185,337,542,482,38,11,145,205,60
37187,140,411,429,66,0,289,271,0
37189,4819,5537,5014,13,9,195,718,523
37191,3989,6869,5237,42,24,1248,2880,1632
37193,1383,2261,1822,39,19,439,878,439
37195,3531,4495,4433,21,1,902,964,62
37197,592,1255,792,53,37,200,663,463
37199,428,492,590,13,0,162,64,0
38001,17,38,30,56,22,13,21,8
38003,103,320,278,68,13,175,217,42
38005,53,165,71,68,57,18,112,94
38007,1,2,1,56,56,,1,1
38009,45,140,72,68,49,27,95,68
38011,14,31,28,56,11,14,17,3
38013,9,21,9,56,56,,12,12
38015,1277,2541,2069,50,19,792,1264,472
38017,4251,5877,5769,28,2,1518,1626,108
38019,25,44,39,42,10,14,18,4
38021,48,149,109,68,27,61,101,40
38023,4,9,4,56,56,,5,5
38025,8,19,13,56,30,5,11,6
38027,14,44,36,68,17,22,30,8
38029,16,32,39,50,0,23,16,0
38031,38,117,65,68,45,27,79,52
38033,21,47,36,56,24,15,26,11
38035,3135,5378,3976,42,26,841,2243,1402
38037,11,25,22,56,12,11,14,3
38039,16,28,39,42,0,23,11,0
38041,6,13,8,56,41,2,7,5
38043,14,28,25,50,10,11,14,3
38045,20,62,32,68,49,12,42,30
38047,15,30,16,50,46,1,15,14
38049,28,64,53,56,17,25,36,11
38051,16,31,45,50,0,29,15,0
38053,30,69,45,56,34,15,39,24
38055,40,90,56,56,38,16,51,35
38057,49,110,78,56,30,29,62,33
38059,282,561,520,50,7,238,279,41
38061,34,78,52,56,33,18,44,26
38063,12,37,35,68,6,23,25,2
38065,2,6,9,56,0,7,3,0
38067,85,145,158,42,0,73,61,0
38069,49,153,82,68,46,33,104,71
38071,112,347,291,68,16,179,235,56
38073,46,142,90,68,37,44,96,52
38075,4,8,5,56,44,1,5,4
38077,121,375,270,68,28,149,254,105
38079,124,384,231,68,40,107,260,153
38081,25,76,54,68,30,29,52,23
38083,8,25,9,68,64,1,17,16
38085,29,66,34,56,48,5,37,32
38087,2,6,2,56,56,,3,3
38089,229,521,392,56,25,163,292,129
38091,19,33,20,42,39,1,14,13
38093,221,687,570,68,17,349,466,117
38095,27,47,44,42,5,17,19,2
38097,151,259,208,42,20,57,108,51
38099,172,294,258,42,13,86,123,37
38101,642,1459,1112,56,24,470,818,348
38103,29,89,62,68,31,33,60,27
38105,140,319,241,56,24,101,179,78
39001,564,862,838,35,3,274,299,25
39003,2987,4454,4257,33,4,1270,1467,197
39005,722,1192,945,39,21,223,469,246
39007,2070,2673,2883,23,0,813,603,0
