l30_4,county,state,hud_units06,pop2011_13,state_flag,Avg_ELITotal_05_07,Avg_Units_05_07,Avg_Units_No_Assist_05_07,Gap_05_to_07,Gap_05_to_07_No_Assist,per100,per100_No_Assist,state_hud_units06,State_Avg_ELITotal_05_07,State_Avg_Units_05_07,State_Avg_Units_No_Assist_05_07,State_Gap_05_to_07,State_Gap_05_to_07_No_Assist,State_per100,State_per100_No_Assist,MinEli,MaxEli,min_max_same
17300,17105,17,187,38511,0,876.8866606,448.6800365,261.6800365,428.2066241,615.2066241,51.16739216,29.84194517,,,,,,,,,,,
17900,17107,17,163,30085,0,637.9957631,281.000904,118.000904,356.9948591,519.9948591,44.04432133,18.49556232,,,,,,,,,,,
15700,17109,17,308,32515,0,2233.681327,756.1133719,448.1133719,1477.567955,1785.567955,33.85054809,20.06165188,,,,,,,,,,,
22600,17111,17,731,307684,0,4052.447181,1379.747674,648.7476738,2672.699507,3403.699507,34.047271,16.00878789,,,,,,,,,,,
22050,17113,17,1105,172548,0,6790,2613.666667,1508.666667,4176.333333,5281.333333,38.49288169,22.21894944,,,,,,,,,,,
16950,17115,17,1373,109942,0,4159.666667,1727,354,2432.666667,3805.666667,41.51774982,8.510297299,,,,,,,,,,,
15500,17117,17,196,47299,0,1017.935036,440.8073394,244.8073394,577.1276965,773.1276965,43.30407382,24.04940697,,,,,,,,,,,
19750,17119,17,2027,267870,0,8609.803581,3240.795753,1213.795753,5369.007828,7396.007828,37.64076291,14.09783327,,,,,,,,,,,
15650,17121,17,392,38820,0,1210.035599,625.1583695,233.1583695,584.8772292,976.8772292,51.66446096,19.26871984,,,,,,,,,,,
18700,17123,17,36,,1,,,,,,,,3161,14090.3786,8113.063789,4952.063789,5977.314807,9138.314807,57.57874946,35.14500164,15650,19750,
15650,17125,17,58,,1,,,,,,,,3161,14090.3786,8113.063789,4952.063789,5977.314807,9138.314807,57.57874946,35.14500164,15650,19750,
15650,17127,17,151,,1,,,,,,,,3161,14090.3786,8113.063789,4952.063789,5977.314807,9138.314807,57.57874946,35.14500164,15650,19750,
19450,17129,17,150,,1,,,,,,,,3161,14090.3786,8113.063789,4952.063789,5977.314807,9138.314807,57.57874946,35.14500164,15650,19750,
18050,17131,17,41,,1,,,,,,,,3161,14090.3786,8113.063789,4952.063789,5977.314807,9138.314807,57.57874946,35.14500164,15650,19750,
19750,17133,17,1,33349,0,467.6815138,233.7513112,232.7513112,233.9302025,234.9302025,49.98087467,49.76705394,,,,,,,,,,,
15650,17135,17,130,29726,0,664.179712,428.816531,298.816531,235.363181,365.363181,64.56332876,44.99031296,,,,,,,,,,,
16650,17137,17,372,35322,0,1203.748574,521.2721713,149.2721713,682.476403,1054.476403,43.30407382,12.40061043,,,,,,,,,,,
16900,17139,17,11,,1,,,,,,,,3161,14090.3786,8113.063789,4952.063789,5977.314807,9138.314807,57.57874946,35.14500164,15650,19750,
19100,17141,17,258,52796,0,1019.743496,679.3358481,421.3358481,340.4076483,598.4076483,66.61830652,41.31782645,,,,,,,,,,,
18700,17143,17,2289,187463,0,6634.788078,2828.770489,539.7704891,3806.017589,6095.017589,42.63543094,8.135459381,,,,,,,,,,,
15650,17145,17,146,22068,0,528.6340257,177.2418539,31.24185389,351.3921718,497.3921718,33.52827197,5.909921112,,,,,,,,,,,
18800,17147,17,16,,1,,,,,,,,3161,14090.3786,8113.063789,4952.063789,5977.314807,9138.314807,57.57874946,35.14500164,15650,19750,
15650,17149,17,105,,1,,,,,,,,3161,14090.3786,8113.063789,4952.063789,5977.314807,9138.314807,57.57874946,35.14500164,15650,19750,
15650,17151,17,56,,1,,,,,,,,3161,14090.3786,8113.063789,4952.063789,5977.314807,9138.314807,57.57874946,35.14500164,15650,19750,
15650,17153,17,91,,1,,,,,,,,3161,14090.3786,8113.063789,4952.063789,5977.314807,9138.314807,57.57874946,35.14500164,15650,19750,
17700,17155,17,1,,1,,,,,,,,3161,14090.3786,8113.063789,4952.063789,5977.314807,9138.314807,57.57874946,35.14500164,15650,19750,
16250,17157,17,128,33037,0,701.4012945,362.375198,234.375198,339.0260965,467.0260965,51.66446096,33.41527879,,,,,,,,,,,
15650,17159,17,124,,1,,,,,,,,3161,14090.3786,8113.063789,4952.063789,5977.314807,9138.314807,57.57874946,35.14500164,15650,19750,
18050,17161,17,2181,147397,0,5590.314899,2051.166732,0,3539.148166,5590.314899,36.69143455,0,,,,,,,,,,,
19750,17163,17,4039,268596,0,10216.94553,4566.995643,527.9956427,5649.949891,9688.949891,44.70020543,5.167842394,,,,,,,,,,,
15650,17165,17,352,24968,0,1302.712584,970.5587602,618.5587602,332.1538241,684.1538241,74.50290816,47.48236623,,,,,,,,,,,
19450,17167,17,1217,199109,0,6821.977749,3087.892324,1870.892324,3734.085426,4951.085426,45.26388735,27.42448587,,,,,,,,,,,
15650,17169,17,0,,1,,,,,,,,3161,14090.3786,8113.063789,4952.063789,5977.314807,9138.314807,57.57874946,35.14500164,15650,19750,
15650,17171,17,48,,1,,,,,,,,3161,14090.3786,8113.063789,4952.063789,5977.314807,9138.314807,57.57874946,35.14500164,15650,19750,
15800,17173,17,93,22200,0,391.6518412,233.4721425,140.4721425,158.1796987,251.1796987,59.61216518,35.86658551,,,,,,,,,,,
18700,17175,17,15,,1,,,,,,,,3161,14090.3786,8113.063789,4952.063789,5977.314807,9138.314807,57.57874946,35.14500164,15650,19750,
17350,17177,17,342,47031,0,1507.589837,1004.330819,662.3308186,503.2590184,845.2590184,66.61830652,43.93309124,,,,,,,,,,,
18700,17179,17,913,136078,0,3241.666667,1482.666667,569.6666667,1759,2672,45.7377892,17.57326478,,,,,,,,,,,
15650,17181,17,162,,1,,,,,,,,3161,14090.3786,8113.063789,4952.063789,5977.314807,9138.314807,57.57874946,35.14500164,15650,19750,
15650,17183,17,953,80809,0,3098.281677,1585.309936,632.3099362,1512.971741,2465.971741,51.16739216,20.40840705,,,,,,,,,,,
15650,17185,17,70,,1,,,,,,,,3161,14090.3786,8113.063789,4952.063789,5977.314807,9138.314807,57.57874946,35.14500164,15650,19750,
15650,17187,17,122,,1,,,,,,,,3161,14090.3786,8113.063789,4952.063789,5977.314807,9138.314807,57.57874946,35.14500164,15650,19750,
18500,17189,17,5,,1,,,,,,,,3161,14090.3786,8113.063789,4952.063789,5977.314807,9138.314807,57.57874946,35.14500164,15650,19750,
15650,17191,17,134,,1,,,,,,,,3161,14090.3786,8113.063789,4952.063789,5977.314807,9138.314807,57.57874946,35.14500164,15650,19750,
15650,17193,17,84,,1,,,,,,,,3161,14090.3786,8113.063789,4952.063789,5977.314807,9138.314807,57.57874946,35.14500164,15650,19750,
16550,17195,17,300,57870,0,1318.841815,549.5174229,249.5174229,769.3243921,1069.324392,41.66666667,18.91943523,,,,,,,,,,,
22600,17197,17,1960,681537,0,8339.727905,2598.423389,638.4233895,5741.304515,7701.304515,31.15717226,7.655206462,,,,,,,,,,,
15650,17199,17,565,66791,0,2370.430267,794.7643069,229.7643069,1575.66596,2140.66596,33.52827198,9.692936768,,,,,,,,,,,
19100,17201,17,2707,292054,0,10955.868,3532.685423,825.6854231,7423.182578,10130.18258,32.24468771,7.536467425,,,,,,,,,,,
18700,17203,17,165,39063,0,338.2119221,172.8961776,7.896177568,165.3157446,330.3157446,51.12066319,2.33468339,,,,,,,,,,,
17950,18001,18,190,34447,0,637.1460448,329.7444902,139.7444902,307.4015546,497.4015546,51.75336061,21.932882,,,,,,,,,,,
18400,18003,18,2706,360698,0,10077,3598,892,6479,9185,35.70507095,8.851840826,,,,,,,,,,,
18200,18005,18,594,78740,0,1481.448977,530.6492711,0,950.799706,1481.448977,35.8196117,0,,,,,,,,,,,
17950,18007,18,7,,1,,,,,,,,904,5658.63014,2670.75242,1766.75242,2987.87772,3891.87772,47.19786157,31.22226363,16050,19550,
16050,18009,18,98,,1,,,,,,,,904,5658.63014,2670.75242,1766.75242,2987.87772,3891.87772,47.19786157,31.22226363,16050,19550,
19550,18011,18,182,59100,0,554.2867094,238.8409721,56.84097206,315.4457374,497.4457374,43.08978873,10.25479614,,,,,,,,,,,
19550,18013,18,11,,1,,,,,,,,904,5658.63014,2670.75242,1766.75242,2987.87772,3891.87772,47.19786157,31.22226363,16050,19550,
17700,18015,18,4,20094,0,296.0950413,118.9141414,114.9141414,177.1808999,181.1808999,40.16080137,38.80988378,,,,,,,,,,,
16350,18017,18,234,38683,0,613.891863,409.3281585,175.3281585,204.5637045,438.5637045,66.67756704,28.56010464,,,,,,,,,,,
17650,18019,18,1193,112156,0,3878.941768,1662.761172,469.7611724,2216.180596,3409.180596,42.86636077,12.11054974,,,,,,,,,,,
16050,18021,18,195,26850,0,535.3885728,195.8479677,0.847967681,339.5406052,534.5406052,36.58052817,0.158383597,,,,,,,,,,,
17800,18023,18,105,32981,0,790.5965678,125.3060694,20.30606942,665.2904984,770.2904984,15.849559,2.568448973,,,,,,,,,,,
16050,18025,18,59,,1,,,,,,,,904,5658.63014,2670.75242,1766.75242,2987.87772,3891.87772,47.19786157,31.22226363,16050,19550,
16050,18027,18,311,32179,0,693.5221753,413.1309398,102.1309398,280.3912355,591.3912355,59.56996828,14.726413,,,,,,,,,,,
19400,18029,18,165,49949,0,1140.195634,391.957164,226.957164,748.2384704,913.2384704,34.37630808,19.90510726,,,,,,,,,,,
16450,18031,18,106,26102,0,660.5918808,294.6890885,188.6890885,365.9027923,471.9027923,44.60985626,28.56364027,,,,,,,,,,,
18100,18033,18,44,42318,0,635.8030475,298.9313168,254.9313168,336.8717307,380.8717307,47.0163391,40.09595704,,,,,,,,,,,
16050,18035,18,1226,117570,0,5270.666667,1568.333333,342.3333333,3702.333333,4928.333333,29.75588161,6.495067038,,,,,,,,,,,
18400,18037,18,190,42239,0,736.788363,466.320631,276.320631,270.467732,460.467732,63.29098754,37.50339241,,,,,,,,,,,
17800,18039,18,1133,199449,0,5094.333333,1918.666667,785.6666667,3175.666667,4308.666667,37.66276255,15.42236472,,,,,,,,,,,
16150,18041,18,213,23998,0,904.7531509,403.6090801,190.6090801,501.1440707,714.1440707,44.60985626,21.06752322,,,,,,,,,,,
17650,18043,18,1058,75548,0,1830.340966,1298.995112,240.9951119,531.3458537,1589.345854,70.9701163,13.16667858,,,,,,,,,,,
16050,18045,18,31,,1,,,,,,,,904,5658.63014,2670.75242,1766.75242,2987.87772,3891.87772,47.19786157,31.22226363,16050,19550,
19400,18047,18,44,22984,0,317.4096511,141.5959891,97.59598913,175.813662,219.813662,44.60985626,30.74764387,,,,,,,,,,,
16050,18049,18,63,20632,0,491.9545455,165.2249114,102.2249114,326.729634,389.729634,33.58540194,20.77934077,,,,,,,,,,,
17450,18051,18,215,33566,0,892.3515673,564.7781192,349.7781192,327.5734481,542.5734481,63.29098754,39.19734464,,,,,,,,,,,
16050,18053,18,621,69387,0,2434.194433,1126.384909,505.3849089,1307.809524,1928.809524,46.2734157,20.76189568,,,,,,,,,,,
16050,18055,18,229,32941,0,1105.314581,604.5664403,375.5664403,500.748141,729.748141,54.69632361,33.97823992,,,,,,,,,,,
19550,18057,18,358,289719,0,1748.379957,470.4923613,112.4923613,1277.887596,1635.887596,26.91018959,6.434091217,,,,,,,,,,,
19550,18059,18,102,70981,0,1066.579726,297.0069813,195.0069813,769.572745,871.572745,27.84667418,18.28339471,,,,,,,,,,,
17650,18061,18,70,39183,0,433.9923677,308.0048881,238.0048881,125.9874796,195.9874796,70.9701163,54.84080039,,,,,,,,,,,
19550,18063,18,134,151098,0,1524.707793,671.9823586,537.9823586,852.725434,986.725434,44.07286182,35.28429258,,,,,,,,,,,
16500,18065,18,343,49199,0,1025.599318,462.4901864,119.4901864,563.1091319,906.1091319,45.09462693,11.65076695,,,,,,,,,,,
18650,18067,18,912,82834,0,3162.588277,1960.82274,1048.82274,1201.765537,2113.765537,62.00056942,33.16342971,,,,,,,,,,,
17950,18069,18,96,36975,0,617.7437586,319.703155,223.703155,298.0406036,394.0406036,51.75336061,36.2129365,,,,,,,,,,,
16050,18071,18,216,43153,0,1061.738331,380.3105476,164.3105476,681.4277839,897.4277839,35.8196117,15.47561605,,,,,,,,,,,
17950,18073,18,44,33405,0,630.2045455,211.6567296,167.6567296,418.5478158,462.5478158,33.58540194,26.60354179,,,,,,,,,,,
16050,18075,18,32,21363,0,511.9395224,236.8919033,204.8919033,275.047619,307.047619,46.2734157,40.02267736,,,,,,,,,,,
16100,18077,18,241,32420,0,1014.727064,348.8257016,107.8257016,665.9013622,906.9013622,34.37630808,10.62607921,,,,,,,,,,,
16050,18079,18,36,28203,0,802.3410626,357.9231948,321.9231948,444.4178678,480.4178678,44.60985626,40.12298632,,,,,,,,,,,
19550,18081,18,402,143448,0,2144.666667,632.3333333,230.3333333,1512.333333,1914.333333,29.4839913,10.73981971,,,,,,,,,,,
16050,18083,18,725,38149,0,1483.658131,883.8146779,158.8146779,599.843453,1324.843453,59.56996828,10.70426364,,,,,,,,,,,
17950,18085,18,140,77674,0,1464.748426,485.887216,345.887216,978.86121,1118.86121,33.17205927,23.61410396,,,,,,,,,,,
16700,18087,18,25,37678,0,512.8683193,241.1319081,216.1319081,271.7364112,296.7364112,47.0163391,42.14179351,,,,,,,,,,,
18400,18089,18,5433,493136,0,19756.95246,7355.391906,1922.391906,12401.56055,17834.56055,37.22938506,9.730204649,,,,,,,,,,,
17500,18091,18,622,111228,0,2625.666667,1004.666667,382.6666667,1621,2243,38.26329821,14.57407643,,,,,,,,,,,
16050,18093,18,300,45994,0,1762.33026,861.4841221,561.4841221,900.8461381,1200.846138,48.88323951,31.8603235,,,,,,,,,,,
19250,18095,18,1283,130630,0,5706.246579,2349.587266,1066.587266,3356.659313,4639.659313,41.17570514,18.69157337,,,,,,,,,,,
19550,18097,18,7763,919356,0,40960.66667,10672.33333,2909.333333,30288.33333,38051.33333,26.05507723,7.102748979,,,,,,,,,,,
17000,18099,18,134,47050,0,739.9182407,245.4461173,111.4461173,494.4721234,628.4721234,33.17205927,15.06195026,,,,,,,,,,,
16050,18101,18,6,,1,,,,,,,,904,5658.63014,2670.75242,1766.75242,2987.87772,3891.87772,47.19786157,31.22226363,16050,19550,
16050,18103,18,150,36403,0,813.0656674,542.1324054,392.1324054,270.933262,420.933262,66.67756704,48.22887267,,,,,,,,,,,
17750,18105,18,1147,141149,0,8938.666667,1742.333333,595.3333333,7196.333333,8343.333333,19.49209427,6.660202864,,,,,,,,,,,
17100,18107,18,272,38265,0,854.0309917,342.9856902,70.98569023,511.0453015,783.0453015,40.16080137,8.311840076,,,,,,,,,,,
19550,18109,18,369,69463,0,817.6255408,360.3509748,0,457.274566,817.6255408,44.07286182,0,,,,,,,,,,,
18400,18111,18,11,,1,,,,,,,,904,5658.63014,2670.75242,1766.75242,2987.87772,3891.87772,47.19786157,31.22226363,16050,19550,
17850,18113,18,197,47499,0,829.8094155,390.1460086,193.1460086,439.6634069,636.6634069,47.0163391,23.27594807,,,,,,,,,,,
19400,18115,18,5,,1,,,,,,,,904,5658.63014,2670.75242,1766.75242,2987.87772,3891.87772,47.19786157,31.22226363,16050,19550,
16050,18117,18,99,,1,,,,,,,,904,5658.63014,2670.75242,1766.75242,2987.87772,3891.87772,47.19786157,31.22226363,16050,19550,
16050,18119,18,57,21370,0,449.7938355,246.0206919,189.0206919,203.7731437,260.7731437,54.69632361,42.02385114,,,,,,,,,,,
16050,18121,18,73,,1,,,,,,,,904,5658.63014,2670.75242,1766.75242,2987.87772,3891.87772,47.19786157,31.22226363,16050,19550,
16050,18123,18,250,,1,,,,,,,,904,5658.63014,2670.75242,1766.75242,2987.87772,3891.87772,47.19786157,31.22226363,16050,19550,
16050,18125,18,46,,1,,,,,,,,904,5658.63014,2670.75242,1766.75242,2987.87772,3891.87772,47.19786157,31.22226363,16050,19550,
18400,18127,18,340,165919,0,4112.666667,659.6666667,319.6666667,3453,3793,16.0398768,7.772734641,,,,,,,,,,,
17050,18129,18,139,25583,0,303.6613261,125.1710819,0,178.4902442,303.6613261,41.22062019,0,,,,,,,,,,,
16050,18131,18,4,,1,,,,,,,,904,5658.63014,2670.75242,1766.75242,2987.87772,3891.87772,47.19786157,31.22226363,16050,19550,
16400,18133,18,172,37669,0,1061.363832,580.5269964,408.5269964,480.8368359,652.8368359,54.69632361,38.49075915,,,,,,,,,,,
16050,18135,18,62,25824,0,418.0239705,188.50635,126.50635,229.5176205,291.5176205,45.09462693,30.26294158,,,,,,,,,,,
16550,18137,18,48,28551,0,694.7822091,238.8404727,190.8404727,455.9417364,503.9417364,34.37630808,27.46766831,,,,,,,,,,,
16050,18139,18,52,,1,,,,,,,,904,5658.63014,2670.75242,1766.75242,2987.87772,3891.87772,47.19786157,31.22226363,16050,19550,
17300,18141,18,2924,266624,0,7830.333333,2411.666667,0,5418.666667,7830.333333,30.79902942,0,,,,,,,,,,,
17450,18143,18,141,23940,0,770.3915651,330.2388276,189.2388276,440.1527375,581.1527375,42.86636077,24.5639797,,,,,,,,,,,
19550,18145,18,183,44544,0,680.1736945,189.4057526,6.405752582,490.7679419,673.7679419,27.84667418,0.941781876,,,,,,,,,,,
17050,18147,18,72,20973,0,398.3101823,252.0944479,180.0944479,146.2157345,218.2157345,63.29098754,45.21462314,,,,,,,,,,,
16050,18149,18,16,23209,0,422.530303,141.9085006,125.9085006,280.6218024,296.6218024,33.58540194,29.79869129,,,,,,,,,,,
17600,18151,18,157,34206,0,836.852551,393.4574331,236.4574331,443.3951179,600.3951179,47.0163391,28.25556698,,,,,,,,,,,
16050,18153,18,140,21234,0,472.5836853,281.5179514,141.5179514,191.0657339,331.0657339,59.56996828,29.94558547,,,,,,,,,,,
16050,18155,18,5,,1,,,,,,,,904,5658.63014,2670.75242,1766.75242,2987.87772,3891.87772,47.19786157,31.22226363,16050,19550,
17950,18157,18,1345,177741,0,9224.403432,1462.027264,117.0272639,7762.376168,9107.376168,15.84955899,1.26867027,,,,,,,,,,,
18650,18159,18,7,,1,,,,,,,,904,5658.63014,2670.75242,1766.75242,2987.87772,3891.87772,47.19786157,31.22226363,16050,19550,
16050,18161,18,30,,1,,,,,,,,904,5658.63014,2670.75242,1766.75242,2987.87772,3891.87772,47.19786157,31.22226363,16050,19550,
17050,18163,18,2148,180798,0,7811.118996,2397.235063,249.2350634,5413.883932,7561.883932,30.69003384,3.19077284,,,,,,,,,,,
16050,18165,18,105,,1,,,,,,,,904,5658.63014,2670.75242,1766.75242,2987.87772,3891.87772,47.19786157,31.22226363,16050,19550,
16050,18167,18,1048,108373,0,4932.703685,1804.409061,756.4090609,3128.294624,4176.294624,36.58052816,15.33457327,,,,,,,,,,,
16500,18169,18,120,32455,0,611.7091363,407.8727695,287.8727695,203.8363669,323.8363669,66.67756704,47.0604005,,,,,,,,,,,
17200,18171,18,5,,1,,,,,,,,904,5658.63014,2670.75242,1766.75242,2987.87772,3891.87772,47.19786157,31.22226363,16050,19550,
17050,18173,18,101,60585,0,673.7220243,277.7637709,176.7637709,395.9582534,496.9582534,41.22824561,26.23689957,,,,,,,,,,,
15850,18175,18,49,27963,0,820.2395001,400.9596394,351.9596394,419.2798607,468.2798607,48.88323951,42.90937456,,,,,,,,,,,
16050,18177,18,684,68308,0,1621.043378,731.0034636,47.00346362,890.0399142,1574.039914,45.09462693,2.899580866,,,,,,,,,,,
18400,18179,18,93,27752,0,503.833562,260.7508002,167.7508002,243.0827618,336.0827618,51.75336061,33.29488403,,,,,,,,,,,
16250,18181,18,46,24485,0,738.4958678,296.5858586,250.5858586,441.9100092,487.9100092,40.16080137,33.93192427,,,,,,,,,,,
18400,18183,18,34,33303,0,522.609968,270.4682213,236.4682213,252.1417467,286.1417467,51.75336061,45.24755282,,,,,,,,,,,
16100,19001,19,37,,1,,,,,,,,3727,16863.34132,8881.540798,5154.540798,7981.800524,11708.80052,52.66774021,30.56654491,16100,20450,
16100,19003,19,24,,1,,,,,,,,3727,16863.34132,8881.540798,5154.540798,7981.800524,11708.80052,52.66774021,30.56654491,16100,20450,
16100,19005,19,37,,1,,,,,,,,3727,16863.34132,8881.540798,5154.540798,7981.800524,11708.80052,52.66774021,30.56654491,16100,20450,
16100,19007,19,144,,1,,,,,,,,3727,16863.34132,8881.540798,5154.540798,7981.800524,11708.80052,52.66774021,30.56654491,16100,20450,
16100,19009,19,15,,1,,,,,,,,3727,16863.34132,8881.540798,5154.540798,7981.800524,11708.80052,52.66774021,30.56654491,16100,20450,
18150,19011,19,67,25893,0,386.3366631,197.1571531,130.1571531,189.17951,256.17951,51.03247294,33.69008574,,,,,,,,,,,
17300,19013,19,1037,131862,0,5379.333333,1008.333333,0,4371,5379.333333,18.74457801,0,,,,,,,,,,,
18000,19015,19,135,26305,0,654.338693,167.7520557,32.75205566,486.5866374,621.5866374,25.63688461,5.005367405,,,,,,,,,,,
18250,19017,19,83,24489,0,547.8121522,330.2256844,247.2256844,217.5864678,300.5864678,60.28082492,45.12964588,,,,,,,,,,,
16350,19019,19,39,20936,0,439.6023444,264.9959196,225.9959196,174.6064248,213.6064248,60.28082492,51.40917069,,,,,,,,,,,
16100,19021,19,93,20471,0,391.3926898,248.6235551,155.6235551,142.7691346,235.7691346,63.52278968,39.76148743,,,,,,,,,,,
16100,19023,19,9,,1,,,,,,,,3727,16863.34132,8881.540798,5154.540798,7981.800524,11708.80052,52.66774021,30.56654491,16100,20450,
16100,19025,19,33,,1,,,,,,,,3727,16863.34132,8881.540798,5154.540798,7981.800524,11708.80052,52.66774021,30.56654491,16100,20450,
17050,19027,19,146,20696,0,502.9652641,317.9327873,171.9327873,185.0324767,331.0324767,63.21167883,34.18382931,,,,,,,,,,,
16100,19029,19,121,,1,,,,,,,,3727,16863.34132,8881.540798,5154.540798,7981.800524,11708.80052,52.66774021,30.56654491,16100,20450,
17800,19031,19,37,,1,,,,,,,,3727,16863.34132,8881.540798,5154.540798,7981.800524,11708.80052,52.66774021,30.56654491,16100,20450,
16750,19033,19,360,43773,0,1170.787417,564.5269189,204.5269189,606.2604984,966.2604984,48.21771319,17.46917638,,,,,,,,,,,
16100,19035,19,73,,1,,,,,,,,3727,16863.34132,8881.540798,5154.540798,7981.800524,11708.80052,52.66774021,30.56654491,16100,20450,
16100,19037,19,41,,1,,,,,,,,3727,16863.34132,8881.540798,5154.540798,7981.800524,11708.80052,52.66774021,30.56654491,16100,20450,
16100,19039,19,42,,1,,,,,,,,3727,16863.34132,8881.540798,5154.540798,7981.800524,11708.80052,52.66774021,30.56654491,16100,20450,
16100,19041,19,190,,1,,,,,,,,3727,16863.34132,8881.540798,5154.540798,7981.800524,11708.80052,52.66774021,30.56654491,16100,20450,
16100,19043,19,26,,1,,,,,,,,3727,16863.34132,8881.540798,5154.540798,7981.800524,11708.80052,52.66774021,30.56654491,16100,20450,
16750,19045,19,298,48742,0,1368.015648,411.007534,113.007534,957.0081136,1255.008114,30.04406673,8.260690163,,,,,,,,,,,
16100,19047,19,98,,1,,,,,,,,3727,16863.34132,8881.540798,5154.540798,7981.800524,11708.80052,52.66774021,30.56654491,16100,20450,
20450,19049,19,157,72157,0,892.686674,228.8570525,71.8570525,663.8296215,820.8296215,25.63688461,8.049526737,,,,,,,,,,,
16100,19051,19,41,,1,,,,,,,,3727,16863.34132,8881.540798,5154.540798,7981.800524,11708.80052,52.66774021,30.56654491,16100,20450,
16100,19053,19,72,,1,,,,,,,,3727,16863.34132,8881.540798,5154.540798,7981.800524,11708.80052,52.66774021,30.56654491,16100,20450,
16100,19055,19,92,,1,,,,,,,,3727,16863.34132,8881.540798,5154.540798,7981.800524,11708.80052,52.66774021,30.56654491,16100,20450,
16200,19057,19,380,40291,0,1430.369584,595.2874726,215.2874726,835.0821109,1215.082111,41.61773848,15.05117804,,,,,,,,,,,
17350,19059,19,96,,1,,,,,,,,3727,16863.34132,8881.540798,5154.540798,7981.800524,11708.80052,52.66774021,30.56654491,16100,20450,
17850,19061,19,883,95073,0,2151.141698,646.2904472,0,1504.851251,2151.141698,30.04406673,0,,,,,,,,,,,
16100,19063,19,59,,1,,,,,,,,3727,16863.34132,8881.540798,5154.540798,7981.800524,11708.80052,52.66774021,30.56654491,16100,20450,
16100,19065,19,80,20766,0,606.1440018,365.3886045,285.3886045,240.7553973,320.7553973,60.28082492,47.08264103,,,,,,,,,,,
16100,19067,19,142,,1,,,,,,,,3727,16863.34132,8881.540798,5154.540798,7981.800524,11708.80052,52.66774021,30.56654491,16100,20450,
16300,19069,19,52,,1,,,,,,,,3727,16863.34132,8881.540798,5154.540798,7981.800524,11708.80052,52.66774021,30.56654491,16100,20450,
16700,19071,19,34,,1,,,,,,,,3727,16863.34132,8881.540798,5154.540798,7981.800524,11708.80052,52.66774021,30.56654491,16100,20450,
16100,19073,19,61,,1,,,,,,,,3727,16863.34132,8881.540798,5154.540798,7981.800524,11708.80052,52.66774021,30.56654491,16100,20450,
17300,19075,19,6,,1,,,,,,,,3727,16863.34132,8881.540798,5154.540798,7981.800524,11708.80052,52.66774021,30.56654491,16100,20450,
20450,19077,19,64,,1,,,,,,,,3727,16863.34132,8881.540798,5154.540798,7981.800524,11708.80052,52.66774021,30.56654491,16100,20450,
16600,19079,19,37,,1,,,,,,,,3727,16863.34132,8881.540798,5154.540798,7981.800524,11708.80052,52.66774021,30.56654491,16100,20450,
16250,19081,19,16,,1,,,,,,,,3727,16863.34132,8881.540798,5154.540798,7981.800524,11708.80052,52.66774021,30.56654491,16100,20450,
16100,19083,19,31,,1,,,,,,,,3727,16863.34132,8881.540798,5154.540798,7981.800524,11708.80052,52.66774021,30.56654491,16100,20450,
19950,19085,19,176,,1,,,,,,,,3727,16863.34132,8881.540798,5154.540798,7981.800524,11708.80052,52.66774021,30.56654491,16100,20450,
17200,19087,19,70,20206,0,719.2529646,299.3368178,229.3368178,419.9161468,489.9161468,41.61773848,31.8854185,,,,,,,,,,,
16100,19089,19,21,,1,,,,,,,,3727,16863.34132,8881.540798,5154.540798,7981.800524,11708.80052,52.66774021,30.56654491,16100,20450,
16750,19091,19,23,,1,,,,,,,,3727,16863.34132,8881.540798,5154.540798,7981.800524,11708.80052,52.66774021,30.56654491,16100,20450,
16100,19093,19,54,,1,,,,,,,,3727,16863.34132,8881.540798,5154.540798,7981.800524,11708.80052,52.66774021,30.56654491,16100,20450,
20200,19095,19,7,,1,,,,,,,,3727,16863.34132,8881.540798,5154.540798,7981.800524,11708.80052,52.66774021,30.56654491,16100,20450,
16100,19097,19,184,19671,0,317.3010722,95.33014585,0,221.9709263,317.3010722,30.04406673,0,,,,,,,,,,,
17950,19099,19,226,36621,0,1587.764281,673.7690231,447.7690231,913.9952579,1139.995258,42.43507876,28.20122788,,,,,,,,,,,
16750,19101,19,121,,1,,,,,,,,3727,16863.34132,8881.540798,5154.540798,7981.800524,11708.80052,52.66774021,30.56654491,16100,20450,
21800,19103,19,912,136353,0,8863.666667,1771.333333,859.3333333,7092.333333,8004.333333,19.98420518,9.69500959,,,,,,,,,,,
16100,19105,19,89,20645,0,334.2062076,170.5536925,81.55369247,163.6525152,252.6525152,51.03247294,24.40220756,,,,,,,,,,,
16100,19107,19,47,,1,,,,,,,,3727,16863.34132,8881.540798,5154.540798,7981.800524,11708.80052,52.66774021,30.56654491,16100,20450,
16100,19109,19,70,,1,,,,,,,,3727,16863.34132,8881.540798,5154.540798,7981.800524,11708.80052,52.66774021,30.56654491,16100,20450,
16100,19111,19,309,35654,0,1213.129152,504.8769179,195.8769179,708.252234,1017.252234,41.61773848,16.14641917,,,,,,,,,,,
20250,19113,19,1567,215096,0,7128.666667,2880.333333,1313.333333,4248.333333,5815.333333,40.40493781,18.42326756,,,,,,,,,,,
16100,19115,19,14,,1,,,,,,,,3727,16863.34132,8881.540798,5154.540798,7981.800524,11708.80052,52.66774021,30.56654491,16100,20450,
